lc_code,dscr1,dscr2,dscr3,Shape_Leng,Shape_Area,PI_Code,stcode
WBCN,Water bodies,Canal,Canal,5.446773021254678,0.03167306968343479,,28
BURH,Built up,Built up (Rural),Hamlets and dispersed household,4.643207505195383,0.08897509992860737,Ponnavanipeta,28
BURH,Built up,Built up (Rural),Hamlets and dispersed household,8.830358727132884,0.10089530559545755,Pakaivalasa,28
BURV,Built up,Built up (Rural),Village,5.464735142903982,0.02334383571290209,Manchalapeta,28
BURH,Built up,Built up (Rural),Hamlets and dispersed household,5.598462830137307,0.08175803468605147,Pakaivalasa,28
BURH,Built up,Built up (Rural),Hamlets and dispersed household,2.2022111551271952,0.05860979187433808,Manchalapeta,28
BURH,Built up,Built up (Rural),Hamlets and dispersed household,4.8747378770769805,0.06034982868613726,Manchalapeta,28
BURH,Built up,Built up (Rural),Hamlets and dispersed household,10.132934724509846,0.0720517785176203,Manchalapeta,28
BURV,Built up,Built up (Rural),Village,10.00205633078421,0.07765429445398317,Mandapeta,28
BURV,Built up,Built up (Rural),Village,1.6823657613812912,0.04221744049233451,Ponnavanipeta,28
BURV,Built up,Built up (Rural),Village,9.616608194200381,0.07310973101295319,Pakaivalasa,28
BUTP,Built up,Transportation,Transportation,6.141473416349782,0.011678191370883008,,28
BUMN,Built up,Mining / industrial,Mining / industrial,11.745725392845413,0.08820457886117683,,28
BURV,Built up,Built up (Rural),Village,2.9947635877916574,0.03346685870819892,Balarampuram,28
BURV,Built up,Built up (Rural),Village,5.267384757891124,0.034857996928937325,Ramayyapeta,28
BURV,Built up,Built up (Rural),Village,7.644086127615452,0.05133514277060683,Bavajipeta,28
BURV,Built up,Built up (Rural),Village,5.668306962512459,0.031429412771742805,Yerakayyapeta,28
BURV,Built up,Built up (Rural),Village,2.9614037071850445,0.0021684123698372856,Kurudu,28
BURV,Built up,Built up (Rural),Village,4.317057305984425,0.05012818761015434,Kurudu,28
BURV,Built up,Built up (Rural),Village,3.4352768948026577,0.10756942993283056,Choudary Kotturu,28
BURV,Built up,Built up (Rural),Village,3.5106211965658263,0.10543978493084204,Choudary Kotturu,28
WBLP,Water bodies,Lakes / Ponds,Lakes / Ponds,1.674996724776599,0.008209092777440809,,28
WBLP,Water bodies,Lakes / Ponds,Lakes / Ponds,11.845754188470082,0.05510021770202287,,28
WBLP,Water bodies,Lakes / Ponds,Lakes / Ponds,11.542674175578616,0.013117014022792672,,28
WBRS,Water bodies,River / Stream / Drain,River / Stream / Drain,9.460922958210965,0.10843769228933692,,28
BUMN,Built up,Mining / industrial,Mining / industrial,2.4181858988227822,0.07968297878665971,,28
BUMN,Built up,Mining / industrial,Mining / industrial,12.068993584523634,0.04672558142961484,,28
AGPL,Agricultural land,Agriculture plantation,Agriculture plantation,5.242809782483533,0.030914358278674465,,28
AGPL,Agricultural land,Agriculture plantation,Agriculture plantation,0.7605200040610769,0.11736237473506636,,28
AGPL,Agricultural land,Agriculture plantation,Agriculture plantation,4.889722302766568,0.0992342726674579,,28
AGPL,Agricultural land,Agriculture plantation,Agriculture plantation,3.6201352299209892,0.08227994101039658,,28
AGPL,Agricultural land,Agriculture plantation,Agriculture plantation,0.39485745600144506,0.07297646040657728,,28
AGPL,Agricultural land,Agriculture plantation,Agriculture plantation,5.258649063341074,0.021282182957064154,,28
AGPL,Agricultural land,Agriculture plantation,Agriculture plantation,3.720591460827701,0.0899928436814975,,28
AGCR,Agricultural land,Crop land,Crop land,7.643708025759225,0.11750173445851951,,28
AGCR,Agricultural land,Crop land,Crop land,1.0363386988674264,0.01483578681390195,,28
AGCR,Agricultural land,Crop land,Crop land,3.8212685124809704,0.0008631606952127509,,28
AGCR,Agricultural land,Crop land,Crop land,8.528088681793783,0.07860651759978968,,28
WLBR,Wastelands,Barren rocky,Barren rocky,0.41684565857907435,0.060865882840613186,,28
WLBR,Wastelands,Barren rocky,Barren rocky,0.5894336342512685,0.09729221143555492,,28
