0,1
GP1,44.97841884199132
GP2,68.45986293161232
GP3,36.27280205086418
GP4,77.55577420362772
GP5,66.04806656671681
GP6,72.58426988810838
GP7,64.74146343560462
GP8,36.78646201915939
GP9,34.50222266933274
GP10,77.46472005237298
GP11,51.81977864758447
GP12,83.14862284305973
GP13,51.848496563856685
GP14,33.48969730027094
GP15,64.24027907781361
GP16,77.53571354691884
GP17,78.57270611990987
GP18,63.98518552558839
GP19,61.75558943326635
GP20,67.00070905660871
GP21,55.83196011667728
GP22,41.554168712145724
GP23,31.961629386695332
GP24,57.67211679402861
GP25,51.49729741983068
GP26,44.448978378369574
GP27,86.39776546198729
GP28,62.11384772988436
GP29,69.08685512474506
GP30,67.93084272335867
GP31,30.248781884634624
GP32,37.05227998413799
GP33,55.89256014571626
GP34,50.56598872231526
GP35,87.91506860959609
GP36,57.67827978194838
GP37,43.07207869686948
GP38,44.18144278780962
GP39,54.351967522724465
GP40,88.90068706554905
GP41,36.616222213216275
GP42,35.768254979471266
GP43,33.851765134410186
GP44,37.346084235957456
GP45,63.82123457208748
GP46,70.02029925638521
GP47,43.973745940714785
GP48,46.64052389713552
GP49,71.99306151333212
GP50,64.2609371652537
GP51,61.30201510300626
GP52,74.66662069859198
GP53,53.17238744804804
GP54,66.41050317485386
GP55,54.20120517078943
GP56,72.63677860640081
GP57,79.01449479260278
GP58,77.69631848059487
GP59,52.07803218876343
GP60,59.54028116661527
GP61,56.41223845428992
GP62,57.831227492692804
GP63,61.01632346498296
GP64,81.27766056914916
GP65,47.99425496085665
GP66,85.96914867735649
GP67,55.958267780387814
GP68,62.143946828608314
GP69,38.602484665668676
GP70,89.5680055890014
GP71,80.37015632199767
GP72,31.707039019770548
GP73,76.31996465808169
GP74,32.904749780958156
GP75,75.02943203982838
GP76,89.15690301964287
GP77,66.63267900274312
GP78,83.11239074885157
GP79,83.74322702691182
GP80,50.86773640777156
GP81,58.48931057102402
GP82,79.60057326119718
GP83,57.51113644704028
GP84,69.61101740418567
GP85,33.08176068150203
GP86,73.0467656006522
GP87,37.294007415072656
GP88,88.0956345014819
GP89,66.51063923804256
GP90,82.44534708183254
GP91,38.0696819171066
GP92,42.52302875129426
GP93,60.84549564697322
GP94,47.3534763886489
GP95,73.5782587496767
GP96,58.20147210526457
GP97,47.73771553668803
GP98,71.75857017659843
GP99,33.884165087238614
GP100,52.8134595274838
